volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
0.0953703,0.13761155,0.09515055,0.09700289,0.1151586,0.1141437,0.0965953,0.09927535,0.14969184
0.102118775,0.14555147,0.098348714,0.09403501,0.11796394,0.11243837,0.089827545,0.09775264,0.14196351
0.11369469,0.12950206,0.08557778,0.09082872,0.12039188,0.12817366,0.08115682,0.10102283,0.14965151
0.111023545,0.12314805,0.09024598,0.08858321,0.11527989,0.124554284,0.07561085,0.10043716,0.17111701
0.11046631,0.12891133,0.101118155,0.09278538,0.118906766,0.11680119,0.067843534,0.106631756,0.15653569
0.11559125,0.12792248,0.09171587,0.0931151,0.120948195,0.12452903,0.071041204,0.10842237,0.14671452
0.11286635,0.10289075,0.092143506,0.10087954,0.1325276,0.12413387,0.07900601,0.11189809,0.1436543
0.11528952,0.11355743,0.08756872,0.09294114,0.14004226,0.12118412,0.077865005,0.11027343,0.14127833
0.11805537,0.104958706,0.08688265,0.0906102,0.14868502,0.12437089,0.090545684,0.11333063,0.122560844
0.11250398,0.10243394,0.085334264,0.10750497,0.1389633,0.12532292,0.09621178,0.10822833,0.123496465
0.11885691,0.104535066,0.09274245,0.09874323,0.13906507,0.12588155,0.09409384,0.10279304,0.12328883
0.1210116,0.101073556,0.09826292,0.097711354,0.1321404,0.11602015,0.09803923,0.10513306,0.13060775
0.13155216,0.10171425,0.10691549,0.10177721,0.13427885,0.115064405,0.09026306,0.09405396,0.12438054
0.115639515,0.11758229,0.11194553,0.10191589,0.12896238,0.117275916,0.11098018,0.09304529,0.10265302
0.12855855,0.099566974,0.10809373,0.10558497,0.14531112,0.12021174,0.11484954,0.08153967,0.096283786
0.12361284,0.10627735,0.11053179,0.095185064,0.1459568,0.1118375,0.12118916,0.079377286,0.10603227
0.12256205,0.10264345,0.11841289,0.08350653,0.13904102,0.113602705,0.11840209,0.09339586,0.10843343
0.12112622,0.09147146,0.12985228,0.091440156,0.13538785,0.12298523,0.10604025,0.08700847,0.11468801
0.115952276,0.11715535,0.12586379,0.112312004,0.117229454,0.10335991,0.098988645,0.0898146,0.11932396
0.11322965,0.10516539,0.13602903,0.10738836,0.126479,0.10523364,0.11215765,0.089093596,0.10522361
0.12652028,0.099870406,0.121939145,0.096341,0.13268697,0.11189737,0.102836505,0.09453856,0.11336981
0.11967909,0.09808725,0.12868066,0.0966306,0.12094357,0.11109306,0.11256518,0.09650229,0.11581828
0.104447804,0.09621259,0.13797064,0.09354254,0.13446929,0.10630492,0.10490345,0.09432044,0.12782823
0.1226607,0.09510736,0.11721625,0.09490213,0.12521394,0.10951175,0.09084076,0.11496999,0.12957709
0.11917207,0.10109756,0.11936165,0.091429934,0.10424577,0.10852124,0.092855275,0.121134914,0.14218152
0.116028406,0.09840068,0.1274299,0.10388977,0.109875165,0.10869829,0.08655469,0.12179191,0.12733121
0.12125472,0.09843707,0.11023236,0.10342089,0.10509551,0.103604294,0.11746031,0.1166409,0.123853944
0.12881441,0.10134871,0.11466639,0.08974614,0.11121928,0.10527668,0.11240735,0.110555865,0.12596518
0.11166783,0.111686155,0.12492889,0.08030586,0.095552,0.114807464,0.11629129,0.12375993,0.121000685
0.1283274,0.10979454,0.1165339,0.08207464,0.09921014,0.12061947,0.10174605,0.12682717,0.1148667
0.11985532,0.10450395,0.11760353,0.085126676,0.095635965,0.11431993,0.120643534,0.12535238,0.11695878
0.12836072,0.10201643,0.11718552,0.08348496,0.097817615,0.11856012,0.11443061,0.12850016,0.109643795
0.13381809,0.11274875,0.11406927,0.09209852,0.102742635,0.11700142,0.10509833,0.12640598,0.09601699
0.12535614,0.11642797,0.11476494,0.09375995,0.096188545,0.11502417,0.11652526,0.11896222,0.102990806
0.11023409,0.12383005,0.10383254,0.09440751,0.103799924,0.12080747,0.1278349,0.118238874,0.09701468
0.113987155,0.12758702,0.09816015,0.09558327,0.09732994,0.116845846,0.13816018,0.11770504,0.09464139
0.11028786,0.124072015,0.09885064,0.102104634,0.11037826,0.13270497,0.09835583,0.13021907,0.09302676
0.11256621,0.12903649,0.10142337,0.100778766,0.12138497,0.124833114,0.10280109,0.107636526,0.0995395
0.13079286,0.1068616,0.09860171,0.123243645,0.12686564,0.12944202,0.10685334,0.07882898,0.09851026
0.11863257,0.10743995,0.102184705,0.12287528,0.1313026,0.1372561,0.106183924,0.08511053,0.08901438
0.11847633,0.10357045,0.09662144,0.11306828,0.14792451,0.14833677,0.10109491,0.080080494,0.09082684
0.10528717,0.091228396,0.09846425,0.12627101,0.14366435,0.1580304,0.10288934,0.08041009,0.093754925
0.09781503,0.098658316,0.107000686,0.12479834,0.1320655,0.15238753,0.09762703,0.09303955,0.09660799
0.10142193,0.09989228,0.10948635,0.12177265,0.123159654,0.14929205,0.109139,0.08269677,0.10313937
0.106213324,0.09593923,0.11110388,0.11489846,0.13492642,0.14904071,0.10202682,0.0784678,0.107383355
