volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
0.12792026,0.11025783,0.09759397,0.12366247,0.10992549,0.11346643,0.096463725,0.10650406,0.11420567
0.13634662,0.106896356,0.07525449,0.12275667,0.10947995,0.13347507,0.09595825,0.10377721,0.11605535
0.15287702,0.10545389,0.0819345,0.10818165,0.103864916,0.12364657,0.102482826,0.108489335,0.113069296
0.14467737,0.11112561,0.08247182,0.10188849,0.099863976,0.13018548,0.11162941,0.0979212,0.12023669
0.14641416,0.10274419,0.08330173,0.10168555,0.096639656,0.1429265,0.11640795,0.095725946,0.11415436
0.15562724,0.09783453,0.08245533,0.1079457,0.08770278,0.1355544,0.10884513,0.09049667,0.13353826
0.14539717,0.10176579,0.08842199,0.091932766,0.10362794,0.1422705,0.11788626,0.08923143,0.11946611
0.1634084,0.09366188,0.10423463,0.087097704,0.1148917,0.14225687,0.10326916,0.08376766,0.107411906
0.16320984,0.1062216,0.08753601,0.09435516,0.1129842,0.15310378,0.088753805,0.07709075,0.11674488
0.16790368,0.090696864,0.07737908,0.08686685,0.11721502,0.14168036,0.105082065,0.08493124,0.12824488
0.15726106,0.13447084,0.08268693,0.09714156,0.11306699,0.12968631,0.09872173,0.069759175,0.117205426
0.15431623,0.09437697,0.083943725,0.1031949,0.122392304,0.13601042,0.10410263,0.075244114,0.12641874
0.15973885,0.09794055,0.08291908,0.08752883,0.12739123,0.14466019,0.09746449,0.07731824,0.12503843
0.15501298,0.09147701,0.0837204,0.091984704,0.14162771,0.13078082,0.098965555,0.090862356,0.11556842
0.1427607,0.104341716,0.09336639,0.09500441,0.1466283,0.11389119,0.09115282,0.09163091,0.12122351
0.14592072,0.08996712,0.085031666,0.10363151,0.15206477,0.109344326,0.105797976,0.098168015,0.110073894
0.14180885,0.101420306,0.09004009,0.10803295,0.14408694,0.10464186,0.1026505,0.0972774,0.11004098
0.13078491,0.09842102,0.08814089,0.11453722,0.1426189,0.11015864,0.10013613,0.10303998,0.11216228
0.12082313,0.09149653,0.09750116,0.104499765,0.15199561,0.104587436,0.09988547,0.1193736,0.10983734
0.12001019,0.09340975,0.10037141,0.113075085,0.15531847,0.1040541,0.10429955,0.10711197,0.102349445
0.123410664,0.104833804,0.095777415,0.11241298,0.16203289,0.09576565,0.09649431,0.10924435,0.100027926
0.11506671,0.11398377,0.11537969,0.11996936,0.14171194,0.09920939,0.09803068,0.1034537,0.09319476
0.10885967,0.100335084,0.108089566,0.14933339,0.14580525,0.09592072,0.10015538,0.099289276,0.09221168
0.11055144,0.10006914,0.10757905,0.15752853,0.12864086,0.092706144,0.09544446,0.0994143,0.10806613
0.11612192,0.114244014,0.104828134,0.14275572,0.15062675,0.094092146,0.08820703,0.10775171,0.081372604
0.10750812,0.11727776,0.10658681,0.13248335,0.13757679,0.10766484,0.090301864,0.119588174,0.08101235
0.12930106,0.11114388,0.09839228,0.1372238,0.15482919,0.08948827,0.08519557,0.10216738,0.09225858
0.10833892,0.11148918,0.1035519,0.14119098,0.15534188,0.092519134,0.09156433,0.105719365,0.09028433
0.11260234,0.12430542,0.11020382,0.13896213,0.14957394,0.08697251,0.0941336,0.096087776,0.087158434
0.10571968,0.107032545,0.11560882,0.13190535,0.15118407,0.08895496,0.08878575,0.10079992,0.11000886
0.106761366,0.111179315,0.11548529,0.13140619,0.15771638,0.09034742,0.08446131,0.09503273,0.107609995
0.10967721,0.111252435,0.09918827,0.11524176,0.15493461,0.08991214,0.09076722,0.10982334,0.119203
0.10114522,0.112543285,0.10881344,0.107273124,0.15674676,0.091294065,0.103383355,0.10393778,0.114862986
0.11656894,0.09996994,0.11208188,0.10288213,0.15360263,0.095165916,0.09782144,0.102972,0.118935116
0.096491426,0.09872145,0.12732178,0.10702009,0.13952878,0.107556716,0.094304115,0.10425886,0.124796785
0.11581393,0.096609525,0.13466878,0.11313824,0.12965451,0.106293224,0.091501676,0.09464315,0.11767688
0.11142974,0.0951075,0.13465042,0.103612505,0.12989673,0.10293079,0.09746695,0.10992351,0.11498185
0.12011,0.108710125,0.12166771,0.097033545,0.13658698,0.105848834,0.09392193,0.10006202,0.11605881
0.13236995,0.09336826,0.11961692,0.08978234,0.12826659,0.11073476,0.09797285,0.113713175,0.11417518
0.14715393,0.08765549,0.1200035,0.09471973,0.12705095,0.11010063,0.09605963,0.11257918,0.10467699
0.14168449,0.088127084,0.11855688,0.10314637,0.119974315,0.11695064,0.10252864,0.11226648,0.09676505
0.1455023,0.09128098,0.11826078,0.09840345,0.11879592,0.115238175,0.09666252,0.11052448,0.105331376
0.13888267,0.090854935,0.124544494,0.09049282,0.121212944,0.11405108,0.09054317,0.12214092,0.10727689
0.14085113,0.091294244,0.12569764,0.08750928,0.12088496,0.11178423,0.09936223,0.12054983,0.10206638
0.14506134,0.0910158,0.10843512,0.097202495,0.11796525,0.119589165,0.10244327,0.11049659,0.10779095
0.15184876,0.090818785,0.11498256,0.0918905,0.10850792,0.11854888,0.11063082,0.10739622,0.105375566
0.13774584,0.1046799,0.1115967,0.10388162,0.11179954,0.10785537,0.10340548,0.10638038,0.112655215
0.121942244,0.09854524,0.109697,0.13274284,0.11546544,0.10456254,0.104250684,0.10103004,0.11176397
0.10906801,0.10182277,0.12270206,0.11761548,0.15249726,0.11020452,0.09787992,0.08654294,0.10166706
0.11232048,0.10381885,0.105827786,0.12800813,0.12078227,0.11231012,0.10620652,0.091665134,0.11906079
0.10746981,0.10992157,0.10436071,0.12193714,0.11381974,0.11045223,0.11066737,0.09385844,0.12751307
0.120445475,0.11475755,0.10681512,0.11602452,0.11249123,0.10810288,0.103728816,0.08569118,0.13194329
0.110209145,0.11710478,0.09132802,0.121289425,0.121006876,0.10432603,0.11682778,0.08279211,0.13511582
0.11964642,0.124764696,0.09198535,0.11931044,0.12162945,0.091221385,0.11176039,0.08322112,0.13646074
0.10616961,0.11646653,0.094141364,0.12137769,0.1260311,0.10002864,0.09954014,0.1180672,0.11817774
0.113289766,0.12849216,0.07878216,0.12929918,0.12493942,0.10148361,0.107196644,0.08589727,0.13061984
0.10797057,0.1331001,0.10405251,0.11699471,0.12845655,0.095979646,0.111143194,0.08425505,0.118047744
0.124240994,0.13718683,0.09214834,0.098247215,0.11618356,0.104985006,0.10645252,0.09319735,0.12735823
0.10722732,0.13735326,0.09601329,0.09258675,0.11968762,0.10741365,0.10685017,0.09459571,0.13827226
0.10486797,0.17700575,0.09134279,0.095952235,0.115625106,0.09673095,0.10457042,0.085332654,0.12857217
0.1041063,0.15961218,0.09640685,0.09627152,0.1093144,0.11293524,0.10091845,0.085613444,0.13482156
0.10739315,0.13247432,0.09883785,0.10664871,0.10518952,0.12763785,0.10582713,0.08369918,0.13229227
0.10742972,0.13886967,0.10418883,0.099854134,0.106908865,0.104660675,0.09852364,0.09021889,0.1493456
0.100338094,0.1481443,0.092631064,0.10683518,0.1147155,0.10103201,0.09004294,0.095896475,0.1503645
