volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
0.16969182,0.24485144,0.16930082,0.17259668,0.20490102,0.20309521,0.17187145,0.17664005,0.2663458
0.19718958,0.2810574,0.18990967,0.18157998,0.22778633,0.21711655,0.17345543,0.18875866,0.2741291
0.22008881,0.25068852,0.16566043,0.17582513,0.23305315,0.24811703,0.15710239,0.19555877,0.2896936
0.22431587,0.24881263,0.18233614,0.17897663,0.23291554,0.25165385,0.15276681,0.20292675,0.3457308
0.23112004,0.2697111,0.21156162,0.19412762,0.24877934,0.244374,0.14194374,0.22309731,0.3275074
0.24419773,0.27024865,0.19375868,0.19671467,0.2555148,0.26307964,0.15008144,0.22905277,0.30994865
0.22961587,0.20932145,0.1874572,0.20522985,0.26961482,0.25253856,0.16073021,0.22764602,0.29225102
0.23916137,0.23556826,0.18165621,0.19280098,0.2905095,0.25138938,0.16152641,0.2287558,0.29307365
0.24540111,0.21817714,0.18060254,0.18835098,0.30907083,0.25852916,0.18821687,0.23557983,0.2547666
0.23779419,0.21650964,0.18036687,0.22722802,0.29371995,0.26488894,0.20335816,0.22875695,0.26102847
0.26163185,0.23010613,0.20414782,0.21735695,0.30611473,0.27709472,0.20712253,0.22627151,0.27138755
0.24894287,0.20792668,0.2021447,0.20101002,0.27183682,0.23867455,0.20168453,0.21627781,0.2686839
0.2734873,0.21145649,0.22226948,0.21158737,0.2791559,0.23921047,0.1876503,0.19553131,0.25857803
0.23890045,0.24291405,0.23126903,0.21054873,0.26642427,0.24228111,0.2292747,0.1922229,0.21207157
0.25309646,0.19602,0.21280685,0.2078678,0.28607765,0.2366639,0.22610718,0.1605292,0.18955632
0.22954947,0.19735739,0.20525791,0.17675897,0.27104226,0.20768261,0.22504868,0.14740388,0.19690228
0.22278625,0.18657936,0.21524414,0.15179338,0.25274077,0.20650046,0.21522452,0.16976961,0.19710405
0.21817848,0.16476288,0.2338963,0.1647065,0.24386725,0.22152703,0.19100489,0.15672392,0.20658167
0.20187677,0.20397137,0.21913305,0.19553894,0.20410039,0.17995304,0.17234252,0.15637022,0.207747
0.19607563,0.18211105,0.23555648,0.18596049,0.21901906,0.18222924,0.19421929,0.15428011,0.18221188
0.19758832,0.15596889,0.19043392,0.15045696,0.20721893,0.17475155,0.16060108,0.14764208,0.17705107
0.18585056,0.15232043,0.19982916,0.15005839,0.18781418,0.17251724,0.17480332,0.14985913,0.17985506
0.16414276,0.15120088,0.21682487,0.14700481,0.21132238,0.16706127,0.16485882,0.1482273,0.20088576
0.2043335,0.15843396,0.1952639,0.15809207,0.20858678,0.1824294,0.15132646,0.19152199,0.21585512
0.20267414,0.1719351,0.20299655,0.15549351,0.1772892,0.18456043,0.15791756,0.20601232,0.24180596
0.2043788,0.17332835,0.22446202,0.18299714,0.19354014,0.19146714,0.15246218,0.21453094,0.22428818
0.2319859,0.1883309,0.21089779,0.19786601,0.20106992,0.1982169,0.22472638,0.22315869,0.23695876
0.24637401,0.19384235,0.21931411,0.17165095,0.21272108,0.2013551,0.2149934,0.21145222,0.24092449
0.23858576,0.23862492,0.2669189,0.17157882,0.20415321,0.2452938,0.2484641,0.26442134,0.25852603
0.2802619,0.23978688,0.25450537,0.17924774,0.21667098,0.2634281,0.2222093,0.27698547,0.25086427
0.26369706,0.22992207,0.25874284,0.1872896,0.21041137,0.2515185,0.26543123,0.2757913,0.2573243
0.28366044,0.225443,0.25896472,0.18449089,0.21616417,0.2620024,0.25287673,0.2839686,0.24229848
0.3006836,0.25334167,0.25630882,0.20694149,0.23085837,0.26289725,0.2361515,0.28402892,0.21574612
0.24187332,0.22464652,0.22143772,0.18090881,0.18559477,0.22193791,0.22483425,0.22953632,0.19871965
0.21092321,0.23693788,0.19867443,0.18064044,0.198612,0.23115444,0.24460082,0.22623967,0.18562904
0.21589968,0.24165878,0.18592222,0.18104142,0.18434975,0.22131424,0.2616851,0.22294162,0.17925744
0.19492492,0.2192873,0.17471056,0.18046173,0.19508469,0.23454536,0.17383602,0.23015174,0.16441731
0.19899553,0.22811183,0.17929712,0.17815758,0.21458542,0.22068107,0.18173267,0.1902808,0.17596681
0.21100128,0.17239422,0.15906897,0.19882251,0.2046657,0.20882203,0.17238091,0.12717067,0.15892144
0.18844862,0.17066906,0.16232108,0.1951882,0.20857503,0.21803223,0.16867386,0.13519864,0.14139993
0.20085499,0.17558478,0.16380401,0.19168663,0.250779,0.2514779,0.17138796,0.13576186,0.15398031
0.19106442,0.16555199,0.17868288,0.22914375,0.2607074,0.28677747,0.18671307,0.14592004,0.17013687
0.17130601,0.17278288,0.1873931,0.21856259,0.23128977,0.26688024,0.17097676,0.16294259,0.16919209
0.19041198,0.18754019,0.20555232,0.22861892,0.23122293,0.28028452,0.2049002,0.15525693,0.19363636
0.19745289,0.17835312,0.20654453,0.21359874,0.25083116,0.27706993,0.18967009,0.14587335,0.199628
