epoch,step,train/d_loss,train/g_loss,train/recon_loss,val/recon_loss
0,21,,,,1.0043091773986816
1,43,,,,0.9053154587745667
2,49,0.6705360412597656,0.863783061504364,0.8631360530853271,
2,65,,,,0.8204684853553772
3,87,,,,0.751207172870636
4,99,0.6539120674133301,0.7078922986984253,0.7072460651397705,
4,109,,,,0.6932876110076904
5,131,,,,0.6424670815467834
6,149,0.6291587948799133,0.5997474789619446,0.5991040468215942,
6,153,,,,0.5982546210289001
7,175,,,,0.5584884881973267
8,197,,,,0.5221965909004211
9,199,0.5958186984062195,0.5118869543075562,0.5112330913543701,
9,219,,,,0.4895857870578766
10,241,,,,0.46075454354286194
11,249,0.5554790496826172,0.4445619285106659,0.4438597857952118,
11,263,,,,0.4339011609554291
12,285,,,,0.41068437695503235
13,299,0.5018942356109619,0.38650310039520264,0.3857184052467346,
13,307,,,,0.38895174860954285
14,329,,,,0.3699969947338104
15,349,0.44724854826927185,0.347941517829895,0.34704500436782837,
15,351,,,,0.35244354605674744
16,373,,,,0.3375193774700165
17,395,,,,0.32416799664497375
18,399,0.4034295678138733,0.3090822398662567,0.30805855989456177,
18,417,,,,0.31195104122161865
19,439,,,,0.3012295663356781
20,449,0.3470954895019531,0.2905815541744232,0.28944456577301025,
20,461,,,,0.29147765040397644
21,483,,,,0.2828669250011444
22,499,0.32895636558532715,0.2682073712348938,0.26697441935539246,
22,505,,,,0.27528107166290283
23,527,,,,0.2684612274169922
24,549,0.29970505833625793,0.2509426474571228,0.2496165782213211,
24,549,,,,0.2616528272628784
25,571,,,,0.2560069262981415
26,593,,,,0.2503252923488617
27,599,0.27746039628982544,0.2379254549741745,0.23649129271507263,
27,615,,,,0.2448454052209854
28,637,,,,0.24023917317390442
29,649,0.25597909092903137,0.22947026789188385,0.22792811691761017,
29,659,,,,0.23533229529857635
30,681,,,,0.2308802306652069
31,699,0.24959425628185272,0.21703748404979706,0.21548257768154144,
31,703,,,,0.2263166308403015
32,725,,,,0.22230304777622223
33,747,,,,0.21822024881839752
34,749,0.2489124983549118,0.204705148935318,0.20315898954868317,
34,769,,,,0.2143421769142151
35,791,,,,0.21055640280246735
36,799,0.2596200108528137,0.19719910621643066,0.19549793004989624,
36,813,,,,0.2068326622247696
37,835,,,,0.20348748564720154
38,849,0.2204250693321228,0.18879424035549164,0.18698133528232574,
38,857,,,,0.1998232901096344
39,879,,,,0.19645580649375916
