epoch,step,train/d_loss,train/g_loss,train/recon_loss,val/recon_loss
0,21,,,,0.9972261786460876
1,43,,,,0.8979106545448303
2,49,0.6643882989883423,0.8613766431808472,0.8606836795806885,
2,65,,,,0.8143916130065918
3,87,,,,0.7465760111808777
4,99,0.6319482326507568,0.7083112001419067,0.7076489329338074,
4,109,,,,0.6885822415351868
5,131,,,,0.6395331025123596
6,149,0.6055604219436646,0.5856044888496399,0.5849810242652893,
6,153,,,,0.5952149629592896
7,175,,,,0.5570527911186218
8,197,,,,0.5221965312957764
9,199,0.5774767398834229,0.5072305798530579,0.5066206455230713,
9,219,,,,0.4913669526576996
10,241,,,,0.4637260437011719
11,249,0.5545713901519775,0.44534537196159363,0.44469597935676575,
11,263,,,,0.4387822449207306
12,285,,,,0.4155685603618622
13,299,0.5252900123596191,0.3952832818031311,0.3945804834365845,
13,307,,,,0.39525026082992554
14,329,,,,0.37643152475357056
15,349,0.4870090186595917,0.35062456130981445,0.34984326362609863,
15,351,,,,0.35935062170028687
16,373,,,,0.3437407314777374
17,395,,,,0.32979315519332886
18,399,0.4538465738296509,0.3102903664112091,0.30943480134010315,
18,417,,,,0.31688547134399414
19,439,,,,0.3052021563053131
20,449,0.4164392054080963,0.2854473888874054,0.2845180332660675,
20,461,,,,0.29479628801345825
21,483,,,,0.2854751944541931
22,499,0.3903210163116455,0.26540693640708923,0.2643953859806061,
22,505,,,,0.27698156237602234
23,527,,,,0.26921790838241577
24,549,0.3544849455356598,0.25025808811187744,0.24911518394947052,
24,549,,,,0.2622472047805786
25,571,,,,0.25575190782546997
26,593,,,,0.24995924532413483
27,599,0.335825115442276,0.2323112040758133,0.23112884163856506,
27,615,,,,0.2442314624786377
28,637,,,,0.23906046152114868
29,649,0.30698293447494507,0.22252652049064636,0.22121497988700867,
29,659,,,,0.23410579562187195
30,681,,,,0.2294558733701706
31,699,0.3005555272102356,0.20938082039356232,0.2080741822719574,
31,703,,,,0.2251640260219574
32,725,,,,0.22092792391777039
33,747,,,,0.2169189155101776
34,749,0.29370152950286865,0.20103441178798676,0.19959723949432373,
34,769,,,,0.21276932954788208
35,791,,,,0.2089923471212387
36,799,0.29988962411880493,0.19041317701339722,0.18891441822052002,
36,813,,,,0.2050042748451233
37,835,,,,0.20121058821678162
38,849,0.2743352949619293,0.18323874473571777,0.1817811131477356,
38,857,,,,0.19758470356464386
39,879,,,,0.1940472424030304
