epoch,step,train/d_loss,train/g_loss,train/recon_loss,val/recon_loss
0,21,,,,1.0335851907730103
1,43,,,,0.9317995309829712
2,49,0.6780654191970825,0.899760901927948,0.899081289768219,
2,65,,,,0.8429198861122131
3,87,,,,0.771078884601593
4,99,0.6547449827194214,0.7266881465911865,0.7260199785232544,
4,109,,,,0.7114981412887573
5,131,,,,0.6607728004455566
6,149,0.6268474459648132,0.6157921552658081,0.6151404976844788,
6,153,,,,0.6168314814567566
7,175,,,,0.5779644250869751
8,197,,,,0.5434774160385132
9,199,0.5977381467819214,0.5218413472175598,0.5212057828903198,
9,219,,,,0.5113205909729004
10,241,,,,0.4824598431587219
11,249,0.5690687894821167,0.459967702627182,0.4593193829059601,
11,263,,,,0.45675158500671387
12,285,,,,0.43312719464302063
13,299,0.5298137664794922,0.41174009442329407,0.41103386878967285,
13,307,,,,0.4115721881389618
14,329,,,,0.39269429445266724
15,349,0.49172383546829224,0.36092495918273926,0.36013177037239075,
15,351,,,,0.3748756945133209
16,373,,,,0.3598378598690033
17,395,,,,0.3456420302391052
18,399,0.43063682317733765,0.33076801896095276,0.32986193895339966,
18,417,,,,0.3329762816429138
19,439,,,,0.32141944766044617
20,449,0.37304824590682983,0.3030148446559906,0.3019600510597229,
20,461,,,,0.31036585569381714
21,483,,,,0.30132144689559937
22,499,0.31633952260017395,0.28244200348854065,0.28124117851257324,
22,505,,,,0.29237356781959534
23,527,,,,0.2846578061580658
24,549,0.294746994972229,0.2628782391548157,0.26160144805908203,
24,549,,,,0.27747052907943726
25,571,,,,0.2711254060268402
26,593,,,,0.2655368447303772
27,599,0.2789061665534973,0.24909758567810059,0.24768581986427307,
27,615,,,,0.25965145230293274
28,637,,,,0.2542301416397095
29,649,0.2537480294704437,0.23456332087516785,0.23306261003017426,
29,659,,,,0.24927183985710144
30,681,,,,0.24450643360614777
31,699,0.2666163444519043,0.22403240203857422,0.22251281142234802,
31,703,,,,0.2399274855852127
32,725,,,,0.23559921979904175
33,747,,,,0.23134493827819824
34,749,0.24595752358436584,0.21394453942775726,0.2124190330505371,
34,769,,,,0.22731837630271912
35,791,,,,0.223347008228302
36,799,0.27043646574020386,0.2032635360956192,0.20166504383087158,
36,813,,,,0.21968553960323334
37,835,,,,0.21585646271705627
38,849,0.26995956897735596,0.1936168372631073,0.19196875393390656,
38,857,,,,0.21207813918590546
39,879,,,,0.20879673957824707
